submission_id,QUD,RT,age,answer,botresponse,causes_id1,causes_id2,comments,education,endTime,expected,experiment_id,gender,group,id,id1,id2,languages,picture1,picture2,prolific_id,question,question_long,response,selected_pic,startDate,startTime,timeSpent,trial_name,trial_number,type
2254,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",28312,40,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",linda,exhaustive,non-exhaustive,"ifound this research tested how I think. it was slightly challenging my concentration, but i found it okay.  I would definitely like to do it again.",Graduated High School,1632386255931,none,67,male,group2,trial3,if1_un,if2_unu,english,stimuli/img/group2/if1_un.png,stimuli/img/group2/if2_unu.png,C3B7F3C7,neutral,<b>Ann</b>: Which blocks do you think will fall?,non-exhaustive,picture2,Thu Sep 23 2021 09:13:14 GMT+0100 (British Summer Time),1632384794013,24.3653,image_selection,8,critical
2254,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",395507,40,<b>Bob</b>: The CONS block will fall.,linda,,,"ifound this research tested how I think. it was slightly challenging my concentration, but i found it okay.  I would definitely like to do it again.",Graduated High School,1632386255931,picture1,67,male,group2,trial11,independent_edge_nh,independent_edge_nn,english,stimuli/img/group2/independent_edge_nh.png,stimuli/img/group2/independent_edge_nn.png,C3B7F3C7,neutral,<b>Ann</b>: Which blocks do you think will fall?,,picture1,Thu Sep 23 2021 09:13:14 GMT+0100 (British Summer Time),1632384794013,24.3653,image_selection,9,control-random
2254,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",28936,40,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",linda,exhaustive,non-exhaustive,"ifound this research tested how I think. it was slightly challenging my concentration, but i found it okay.  I would definitely like to do it again.",Graduated High School,1632386255931,none,67,male,group2,trial13,if2_unn,if2_unu,english,stimuli/img/group2/if2_unn.png,stimuli/img/group2/if2_unu.png,C3B7F3C7,if_ant,<b>Ann</b>: What happens if the ANT block falls?,non-exhaustive,picture2,Thu Sep 23 2021 09:13:14 GMT+0100 (British Summer Time),1632384794013,24.3653,image_selection,10,critical
2254,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",30496,40,<b>Bob</b>: The CONS block will NOT fall.,linda,,,"ifound this research tested how I think. it was slightly challenging my concentration, but i found it okay.  I would definitely like to do it again.",Graduated High School,1632386255931,picture2,67,male,group2,trial10,independent_edge_nh,independent_edge_nn,english,stimuli/img/group2/independent_edge_nh.png,stimuli/img/group2/independent_edge_nn.png,C3B7F3C7,if_cons,<b>Ann</b>: What happens if the CONS block falls?,,picture2,Thu Sep 23 2021 09:13:14 GMT+0100 (British Summer Time),1632384794013,24.3653,image_selection,11,control-random
2254,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",43944,40,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",linda,exhaustive,non-exhaustive,"ifound this research tested how I think. it was slightly challenging my concentration, but i found it okay.  I would definitely like to do it again.",Graduated High School,1632386255931,picture1,67,male,group2,trial14,if2_unn,if2_unu,english,stimuli/img/group2/if2_unn.png,stimuli/img/group2/if2_unu.png,C3B7F3C7,cons,<b>Ann</b>: Will the CONS block fall?,non-exhaustive,picture2,Thu Sep 23 2021 09:13:14 GMT+0100 (British Summer Time),1632384794013,24.3653,image_selection,12,critical
2254,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",51128,40,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",linda,exhaustive,non-exhaustive,"ifound this research tested how I think. it was slightly challenging my concentration, but i found it okay.  I would definitely like to do it again.",Graduated High School,1632386255931,none,67,male,group1,trial6,if2_unn,if1_uu,english,stimuli/img/group1/if2_unn.png,stimuli/img/group1/if1_uu.png,C3B7F3C7,neutral,<b>Ann</b>: Which blocks do you think will fall?,exhaustive,picture1,Thu Sep 23 2021 09:13:14 GMT+0100 (British Summer Time),1632384794013,24.3653,image_selection,13,critical
2254,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",7288,40,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",linda,exhaustive,non-exhaustive,"ifound this research tested how I think. it was slightly challenging my concentration, but i found it okay.  I would definitely like to do it again.",Graduated High School,1632386255931,none,67,male,group1,trial4,if2_unn,if1_uu,english,stimuli/img/group1/if2_unn.png,stimuli/img/group1/if1_uu.png,C3B7F3C7,if_ant,<b>Ann</b>: What happens if the ANT block falls?,non-exhaustive,picture2,Thu Sep 23 2021 09:13:14 GMT+0100 (British Summer Time),1632384794013,24.3653,image_selection,14,critical
2254,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",10088,40,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",linda,exhaustive,non-exhaustive,"ifound this research tested how I think. it was slightly challenging my concentration, but i found it okay.  I would definitely like to do it again.",Graduated High School,1632386255931,picture1,67,male,group2,trial5,if2_unn,if1_uu,english,stimuli/img/group2/if2_unn.png,stimuli/img/group2/if1_uu.png,C3B7F3C7,cons,<b>Ann</b>: Will the CONS block fall?,non-exhaustive,picture2,Thu Sep 23 2021 09:13:14 GMT+0100 (British Summer Time),1632384794013,24.3653,image_selection,15,critical
2254,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",30303,40,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",linda,exhaustive,non-exhaustive,"ifound this research tested how I think. it was slightly challenging my concentration, but i found it okay.  I would definitely like to do it again.",Graduated High School,1632386255931,none,67,male,group2,trial16,if1_un,if1_uu,english,stimuli/img/group2/if1_un.png,stimuli/img/group2/if1_uu.png,C3B7F3C7,if_ant,<b>Ann</b>: What happens if the ANT block falls?,exhaustive,picture1,Thu Sep 23 2021 09:13:14 GMT+0100 (British Summer Time),1632384794013,24.3653,image_selection,16,critical
2254,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",11975,40,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",linda,exhaustive,non-exhaustive,"ifound this research tested how I think. it was slightly challenging my concentration, but i found it okay.  I would definitely like to do it again.",Graduated High School,1632386255931,none,67,male,group1,trial18,if1_un,if1_uu,english,stimuli/img/group1/if1_un.png,stimuli/img/group1/if1_uu.png,C3B7F3C7,neutral,<b>Ann</b>: Which blocks do you think will fall?,exhaustive,picture1,Thu Sep 23 2021 09:13:14 GMT+0100 (British Summer Time),1632384794013,24.3653,image_selection,17,critical
2254,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",26112,40,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",linda,exhaustive,non-exhaustive,"ifound this research tested how I think. it was slightly challenging my concentration, but i found it okay.  I would definitely like to do it again.",Graduated High School,1632386255931,picture1,67,male,group1,trial2,if1_un,if2_unu,english,stimuli/img/group1/if1_un.png,stimuli/img/group1/if2_unu.png,C3B7F3C7,cons,<b>Ann</b>: Will the CONS block fall?,non-exhaustive,picture2,Thu Sep 23 2021 09:13:14 GMT+0100 (British Summer Time),1632384794013,24.3653,image_selection,18,critical
2253,Use the buttons below to select all the blocks that you think will fall.<br/>(Multiple selections possible!),20205,24,NA,jessica,NA,NA,,Graduated College,1632385659979,blue|green|yellow,67,female,NA,if2_hnh,NA,NA,English ,NA,NA,614af4e91d055f95ee624545,,NA,blue|yellow,NA,Thu Sep 23 2021 09:16:46 GMT+0100 (British Summer Time),1632385006688,10.888183333333334,animation_buttons,1,training
2253,Use the buttons below to select all the blocks that you think will fall.<br/>(Multiple selections possible!),12966,24,NA,jessica,NA,NA,,Graduated College,1632385659979,none,67,female,NA,if1_ln,NA,NA,English ,NA,NA,614af4e91d055f95ee624545,,NA,blue|green,NA,Thu Sep 23 2021 09:16:46 GMT+0100 (British Summer Time),1632385006688,10.888183333333334,animation_buttons,2,training
2253,Use the buttons below to select all the blocks that you think will fall.<br/>(Multiple selections possible!),14524,24,NA,jessica,NA,NA,,Graduated College,1632385659979,green|yellow,67,female,NA,if2_nnh,NA,NA,English ,NA,NA,614af4e91d055f95ee624545,,NA,green|yellow,NA,Thu Sep 23 2021 09:16:46 GMT+0100 (British Summer Time),1632385006688,10.888183333333334,animation_buttons,3,training
2253,Use the buttons below to select all the blocks that you think will fall.<br/>(Multiple selections possible!),6678,24,NA,jessica,NA,NA,,Graduated College,1632385659979,none,67,female,NA,if1_nn,NA,NA,English ,NA,NA,614af4e91d055f95ee624545,,NA,none,NA,Thu Sep 23 2021 09:16:46 GMT+0100 (British Summer Time),1632385006688,10.888183333333334,animation_buttons,4,training
2253,Use the buttons below to select all the blocks that you think will fall.<br/>(Multiple selections possible!),9831,24,NA,jessica,NA,NA,,Graduated College,1632385659979,blue|green,67,female,NA,if1_hn,NA,NA,English ,NA,NA,614af4e91d055f95ee624545,,NA,blue|green,NA,Thu Sep 23 2021 09:16:46 GMT+0100 (British Summer Time),1632385006688,10.888183333333334,animation_buttons,5,training
2253,Use the buttons below to select all the blocks that you think will fall.<br/>(Multiple selections possible!),16215,24,NA,jessica,NA,NA,,Graduated College,1632385659979,none,67,female,NA,if2_nnl,NA,NA,English ,NA,NA,614af4e91d055f95ee624545,,NA,blue|yellow,NA,Thu Sep 23 2021 09:16:46 GMT+0100 (British Summer Time),1632385006688,10.888183333333334,animation_buttons,6,training
2253,Use the buttons below to select all the blocks that you think will fall.<br/>(Multiple selections possible!),4519,24,NA,jessica,NA,NA,,Graduated College,1632385659979,green,67,female,NA,independent_edge_nh,NA,NA,English ,NA,NA,614af4e91d055f95ee624545,,NA,green,NA,Thu Sep 23 2021 09:16:46 GMT+0100 (British Summer Time),1632385006688,10.888183333333334,animation_buttons,7,training
2253,"EXAMPLE TRIAL<br/><br/>Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",14455,24,<b>Bob</b>: The YELLOW block will fall.,jessica,,,,Graduated College,1632385659979,picture1,67,female,example,example-test-trials,example_test_trials1,example_test_trials2,English ,stimuli/img/example_test_trials1.png,stimuli/img/example_test_trials2.png,614af4e91d055f95ee624545,neutral,<b>Ann</b>: Which blocks do you think will fall?,,picture1,Thu Sep 23 2021 09:16:46 GMT+0100 (British Summer Time),1632385006688,10.888183333333334,image_selection,1,test-example
2253,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",11359,24,<b>Bob</b>: NEITHER the ANT NOR the CONS block will fall.,jessica,,,,Graduated College,1632385659979,picture1,67,female,group2,trial7,if1_nn,if2_nnh,English ,stimuli/img/group2/if1_nn.png,stimuli/img/group2/if2_nnh.png,614af4e91d055f95ee624545,neutral,<b>Ann</b>: Which blocks do you think will fall?,,picture2,Thu Sep 23 2021 09:16:46 GMT+0100 (British Summer Time),1632385006688,10.888183333333334,image_selection,1,control-physics
2253,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",206754,24,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",jessica,exhaustive,non-exhaustive,,Graduated College,1632385659979,none,67,female,group2,trial6,if2_unn,if1_uu,English ,stimuli/img/group2/if2_unn.png,stimuli/img/group2/if1_uu.png,614af4e91d055f95ee624545,neutral,<b>Ann</b>: Which blocks do you think will fall?,non-exhaustive,picture2,Thu Sep 23 2021 09:16:46 GMT+0100 (British Summer Time),1632385006688,10.888183333333334,image_selection,2,critical
2253,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",23568,24,<b>Bob</b>: The CONS and the ANT block will fall.,jessica,,,,Graduated College,1632385659979,picture2,67,female,group2,trial8,if1_nn,if1_hn,English ,stimuli/img/group2/if1_nn.png,stimuli/img/group2/if1_hn.png,614af4e91d055f95ee624545,cons,<b>Ann</b>: Will the CONS block fall?,,picture2,Thu Sep 23 2021 09:16:46 GMT+0100 (British Summer Time),1632385006688,10.888183333333334,image_selection,3,control-physics
2253,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",9039,24,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",jessica,exhaustive,non-exhaustive,,Graduated College,1632385659979,none,67,female,group1,trial4,if2_unn,if1_uu,English ,stimuli/img/group1/if2_unn.png,stimuli/img/group1/if1_uu.png,614af4e91d055f95ee624545,if_ant,<b>Ann</b>: What happens if the ANT block falls?,non-exhaustive,picture2,Thu Sep 23 2021 09:16:46 GMT+0100 (British Summer Time),1632385006688,10.888183333333334,image_selection,4,critical
2253,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",14407,24,<b>Bob</b>: NEITHER the YELLOW NOR the CONS block will fall.,jessica,,,,Graduated College,1632385659979,picture1,67,female,group2,trial9,if2_nnn,if2_nnh,English ,stimuli/img/group2/if2_nnn.png,stimuli/img/group2/if2_nnh.png,614af4e91d055f95ee624545,if_ant_yellow,<b>Ann</b>: What happens if the YELLOW block falls?,,picture1,Thu Sep 23 2021 09:16:46 GMT+0100 (British Summer Time),1632385006688,10.888183333333334,image_selection,5,control-physics
2253,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",8240,24,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",jessica,exhaustive,non-exhaustive,,Graduated College,1632385659979,none,67,female,group2,trial16,if1_un,if1_uu,English ,stimuli/img/group2/if1_un.png,stimuli/img/group2/if1_uu.png,614af4e91d055f95ee624545,if_ant,<b>Ann</b>: What happens if the ANT block falls?,non-exhaustive,picture2,Thu Sep 23 2021 09:16:46 GMT+0100 (British Summer Time),1632385006688,10.888183333333334,image_selection,6,critical
2253,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",15720,24,<b>Bob</b>: The CONS block will fall.,jessica,,,,Graduated College,1632385659979,picture1,67,female,group1,trial11,independent_edge_nh,independent_edge_nn,English ,stimuli/img/group1/independent_edge_nh.png,stimuli/img/group1/independent_edge_nn.png,614af4e91d055f95ee624545,neutral,<b>Ann</b>: Which blocks do you think will fall?,,picture1,Thu Sep 23 2021 09:16:46 GMT+0100 (British Summer Time),1632385006688,10.888183333333334,image_selection,7,control-random
2253,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",19576,24,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",jessica,exhaustive,non-exhaustive,,Graduated College,1632385659979,none,67,female,group2,trial15,if2_unn,if2_unu,English ,stimuli/img/group2/if2_unn.png,stimuli/img/group2/if2_unu.png,614af4e91d055f95ee624545,neutral,<b>Ann</b>: Which blocks do you think will fall?,exhaustive,picture1,Thu Sep 23 2021 09:16:46 GMT+0100 (British Summer Time),1632385006688,10.888183333333334,image_selection,8,critical
2253,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",4681,24,<b>Bob</b>: The CONS block will NOT fall.,jessica,,,,Graduated College,1632385659979,picture2,67,female,group2,trial10,independent_edge_nh,independent_edge_nn,English ,stimuli/img/group2/independent_edge_nh.png,stimuli/img/group2/independent_edge_nn.png,614af4e91d055f95ee624545,if_cons,<b>Ann</b>: What happens if the CONS block falls?,,picture2,Thu Sep 23 2021 09:16:46 GMT+0100 (British Summer Time),1632385006688,10.888183333333334,image_selection,9,control-random
2253,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",6423,24,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",jessica,exhaustive,non-exhaustive,,Graduated College,1632385659979,none,67,female,group1,trial18,if1_un,if1_uu,English ,stimuli/img/group1/if1_un.png,stimuli/img/group1/if1_uu.png,614af4e91d055f95ee624545,neutral,<b>Ann</b>: Which blocks do you think will fall?,non-exhaustive,picture2,Thu Sep 23 2021 09:16:46 GMT+0100 (British Summer Time),1632385006688,10.888183333333334,image_selection,10,critical
2253,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",63023,24,<b>Bob</b>: NEITHER the ANT NOR the CONS block will fall.,jessica,,,,Graduated College,1632385659979,picture2,67,female,group2,trial12,if1_hn,if1_nn,English ,stimuli/img/group2/if1_hn.png,stimuli/img/group2/if1_nn.png,614af4e91d055f95ee624545,cons,<b>Ann</b>: Will the CONS block fall?,,picture2,Thu Sep 23 2021 09:16:46 GMT+0100 (British Summer Time),1632385006688,10.888183333333334,image_selection,11,control-random
2253,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",4479,24,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",jessica,exhaustive,non-exhaustive,,Graduated College,1632385659979,picture1,67,female,group2,trial2,if1_un,if2_unu,English ,stimuli/img/group2/if1_un.png,stimuli/img/group2/if2_unu.png,614af4e91d055f95ee624545,cons,<b>Ann</b>: Will the CONS block fall?,exhaustive,picture1,Thu Sep 23 2021 09:16:46 GMT+0100 (British Summer Time),1632385006688,10.888183333333334,image_selection,12,critical
2253,"Based on the following dialogue between Ann and Bob, which of the two scenes is more likely to be the one that Bob is describing?<br/><br/>Please select by clicking on the respective picture.<hr>",40111,24,"<b>Bob</b>: If the ANT block falls, the CONS block will fall.",jessica,exhaustive,non-exhaustive,,Graduated College,1632385659979,picture1,67,female,group1,trial5,if2_unn,if1_uu,English ,stimuli/img/group1/if2_unn.png,stimuli/img/group1/if1_uu.png,614af4e91d055f95ee624545,cons,<b>Ann</b>: Will the CONS block fall?,non-exhaustive,picture2,Thu Sep 23 2021 09:16:46 GMT+0100 (British Summer Time),1632385006688,10.888183333333334,image_selection,13,critical
